Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,17,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,11,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,2405,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,840,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,2001,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,341,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,1116,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,8871,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,115,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,174,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,55,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,3703,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,993,CTS/DMDB
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,41,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,2,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,710,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,3290,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,225,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,44,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,336,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,648,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,637,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,7511,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,492,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,2530,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,122,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,739,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,10132,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,12673,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,389,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,908,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,185,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,162,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,215,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,357,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,87,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,1,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,200,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,44,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,93,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,281,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,42,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,10,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,7,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,2135,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,945,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,1827,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,305,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,1048,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,7038,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,105,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,182,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,97,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,4269,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,878,CTS/DMDB
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,39,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,2,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,693,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,3231,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,262,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,35,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,240,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,612,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,529,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,7292,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,396,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,2437,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,160,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,915,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,10277,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,13096,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,396,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,821,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,232,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,188,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,214,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,348,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,68,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,3,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,164,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,57,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,100,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,306,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,41,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,19,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,17,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,1945,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,944,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,1611,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,314,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,1016,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,6208,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,123,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,152,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,57,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,4901,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,880,CTS/DMDB
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,50,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,34,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,0,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,779,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,3152,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,246,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,29,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,218,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,666,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,480,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,7314,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,352,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,2051,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,124,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,660,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,9842,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,15074,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,435,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,884,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,213,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,129,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,228,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,329,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,78,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,0,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,149,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,56,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,69,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,264,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,37,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,12,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,9,CTS
